Clave,Institucion,Fecha,Hora_primera_muestra,Magnitud,Escala_magnitud,Calidad,Lat_estacion,Lon_estacion,Lat_epicentro,Lon_epicentro,Suelo,Vs30,Profundidad,PGA_Gal,Distancia_km,Canales,area_integral,Fs_hz,FFT_AmpMax,FFTFreq_AmpMax,FFT_power,FFT_std,FFT_q50,FFT_kurtosis,FFT_skew,Dist_hipocentro,Canal_1,Canal_2,Canal_3,Canal_4,Canal_5,Canal_6,Canal_7,Canal_8,Canal_9,Mw*,date,Filepath,PGA_pred,PGA_log,PGA_predlog
UI21,"CIRES, A. C.",16/02/2018 23:39,16/02/2018 17:39,7.2,Mc,A,19.37,-99.2642,16.21,-98.01,"Terreno firme, materiales compactos",493.57742,16.0,12.33005,378.0401431,"['N00E', ' +V', ' N90W']",126.2368113,100.0,0.059998481,1.042427972,0.003599818,0.010365687,0.000135777,16.72840822,4.167504449,378.37858,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\UI2120180216233939,11.15087717372674,1.0909648377214467,1.047309032112896
OCLL,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:40,7.2,Mw,A,17.036585,-99.878515,16.218,-98.0135,Roca,483.76218,16.0,10.4665,226.4765874,"['N90E', ' V', ' N00E']",59.8840641,200.0,0.075063087,1.0,0.005634467,0.011179243,9.59e-05,21.60294049,4.603406018,227.0410637,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\OCLL1802-161,22.94126194679551,1.0198014777812643,1.3606173037769227
OXAE,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:39,7.2,Mw,A,17.001551,-96.721608,16.218,-98.0135,Blando,242.76225,16.0,99.4407,168.0087668,"['N00E', ' N90E', ' V']",567.7079314,200.0,0.401025447,1.264,0.160821409,0.039463421,0.000290913,60.12449276,7.347540748,168.7689122,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\OXAE1802-161,86.41154342801586,1.9975641728044182,1.9365717622962915
UC44,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.4337,-99.1654,16.21,-98.01,Alto riesgo sismico,245.22865,16.0,30.06398,380.7868715,"['N00E', ' +V', ' N90W']",355.3047659,100.0,0.315973226,0.759599332,0.099839079,0.032147051,0.000409158,53.39237506,6.932006393,381.1228693,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\UC4420180216233939,25.256253256205458,1.478046473843048,1.4023689237788826
CE32,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.3858,-99.0537,16.21,-98.01,Arcilla,226.63608,16.0,24.13896,371.7140989,"['N00E', ' +V', ' N90W']",392.8723911,100.0,0.171093146,0.423105224,0.029272865,0.017291789,0.000634096,61.06257547,7.561014046,372.0582902,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\CE3220180216233939,35.626674861396936,1.382718555074056,1.551775290306804
NZ20,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.4027,-99.0,16.21,-98.01,Arcilla,210.29718,16.0,31.55247,371.6877863,"['N00E', ' +V', ' N90W']",529.6547172,100.0,0.229954087,0.474910394,0.052878882,0.024177821,0.000454108,49.04983101,6.775678558,372.032002,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\NZ2020180216233939,33.933367825447164,1.499033362482917,1.530626964726866
NILT,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:40,7.2,Mw,A,16.565153,-94.616947,16.218,-98.0135,Roca,324.77359,16.0,4.8014,379.6470225,"['N90E', ' V', ' N00E']",42.64296489,100.0,0.036801605,0.436464088,0.001354358,0.005723084,0.000289159,11.88077251,3.254171966,379.9840282,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\NILT1802-162,6.691190138769123,0.6813678881304717,0.8255033710907536
MY19,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.3461,-99.0433,16.21,-98.01,"Terreno blando, material compresible",226.7218,16.0,35.57327,367.1593837,"['S00E', ' +V', ' N90W']",520.757304,100.0,0.115331418,0.425225225,0.013301336,0.011024861,0.000342176,68.76936056,8.00667589,367.5078408,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\MY1920180216233939,37.92881883671822,1.5511237886516773,1.57896931829776
MT50,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.4253,-99.19,16.21,-98.01,"Arenoso, limoso, compacto",313.69501,16.0,10.59412,380.8414705,"['N00E', ' +V', ' N90W']",171.2955242,100.0,0.094552033,1.67768595,0.008940087,0.015251299,0.000394635,17.63053606,4.253496337,381.1774202,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\MT5020180216233939,14.978945134661222,1.0250648878975468,1.1754812300305624
ES57,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.4017,-99.1775,16.21,-98.01,Terreno estratificado,291.12793,16.0,17.86434,377.8992752,"['S00E', ' +V', ' N90W']",240.995414,100.0,0.175167377,1.206487342,0.03068361,0.021298994,0.000413376,38.05248632,6.065035762,378.2378381,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\ES5720180216233939,17.4662263319368,1.2519869757775934,1.242199083560595
CI05,"CIRES, A. C.",16/02/2018 23:39,16/02/2018 17:39,7.2,Mc,A,19.4186,-99.1653,16.21,-98.01,"Terreno blando, material compresible",240.32341,16.0,29.8073,379.2029364,"['N00E', ' +V', ' N90W']",483.7295574,100.0,0.327858657,0.588529446,0.107491299,0.033848975,0.000138278,51.64192357,6.872859006,379.5403364,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\CI0520180216233939,26.385774589765564,1.474322638622116,1.42136984799668
ME52,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.4383,-99.182,16.21,-98.01,Transicion,277.33841,16.0,18.15088,381.8943539,"['N00E', ' +V', ' N90W']",210.0527224,100.0,0.206937149,1.270242915,0.042822984,0.025356123,0.000577005,34.12142954,5.679819015,382.2293782,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\ME5220180216233939,17.83578992464782,1.2588976855638352,1.251292348455349
MI15,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.2834,-99.1253,16.21,-98.01,"Terreno blando, material compresible",249.7728,16.0,34.22226,363.5526846,"['S00E', ' +V', ' N90W']",436.6774675,100.0,0.433711618,0.76417004,0.188105767,0.044015737,0.000414756,59.50144531,7.457876109,363.9045953,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\MI1520180216233939,39.32600144932174,1.5343086864768414,1.5946797908853194
OXXO,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:39,7.2,Mw,A,17.026234,-96.726179,16.218,-98.0135,No clasificado,254.89703,16.0,78.2801,169.0176612,"['N00E', ' N90E', ' V']",456.8905591,200.0,0.241850404,2.359183673,0.058491618,0.0369088,0.000459783,17.88447619,4.067581481,169.7732894,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\OXXO1802-164,89.22568904325396,1.8936513717818304,1.9504899104694187
ACAM,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:41,7.2,Mw,A,20.043186,-100.716777,16.218,-98.0135,Roca,365.82617,16.0,2.441,520.8358283,"['N00E', ' N90E', ' V']",31.71297755,100.0,0.025564048,0.472803347,0.000653521,0.002714213,5.65e-05,49.12685122,6.769038345,521.0815292,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\ACAM1802-161,3.548841110177503,0.38756777941718856,0.5500865554146894
GR27,"CIRES, A. C.",16/02/2018 23:39,16/02/2018 17:39,7.2,Mc,A,19.4747,-99.1797,16.21,-98.01,Terreno estratificado,256.54367,16.0,17.89622,385.6150285,"['N00E', ' +V', ' N90W']",265.4277843,100.0,0.194593413,1.223218064,0.037866596,0.021567506,0.000139543,45.15247237,6.516406469,385.946823,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\GR2720180216233939,22.90083413853365,1.2527613099463486,1.3598513013427145
TNLP,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,40:01.0,7.2,Mw,A,18.095563,-99.560805,16.218,-98.0135,Roca,429.57571,16.0,9.0028,270.5351202,"['N90E', ' V', ' N00E']",73.4441887,200.0,0.06470703,1.344034652,0.004187,0.009386971,3.71e-05,21.82494129,4.588701953,271.0078436,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\TNLP1802-161,11.798937787719375,0.9543776022647892,1.0718429112301455
C366,"CIRES, A. C.",16/02/2018 23:39,16/02/2018 00:00,7.2,Mc,A,19.3728,-99.0983,16.21,-98.01,Arcilla,211.91898,16.0,20.17657,371.925016,"['N00E', ' +V', ' N90W']",228.192181,200.0,0.051527427,0.896591566,0.002655076,0.005720411,0.000293348,43.32672137,6.455228693,372.2690124,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\C36620180216233939,34.25993216560714,1.3048473384775179,1.5347864987307274
MIHL,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:40,7.2,Mw,A,17.988778,-94.54387,16.218,-98.0135,Blando,300.62491,16.0,9.7233,433.1465154,"['N00E', ' N90E', ' V']",232.3580996,100.0,0.115347822,0.5,0.01330512,0.011531163,0.001231388,60.55237111,7.570353559,433.4419266,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\MIHL1802-161,11.897937183687947,0.987813685560019,1.0754716716952066
GDLP,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:42,7.2,Mw,B,20.682533,-103.4422,16.218,-98.0135,Blando,345.23602,16.0,1.668,781.5574763,"['N00E', ' N90E', ' V']",19.93574026,100.0,0.02795603,0.537190083,0.00078154,0.00327934,0.001365231,32.96688994,5.366443154,781.7212347,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\GDLP1802-161,2.528380891462214,0.22219604630171988,0.4028424994361882
EX08,"CIRES, A. C.",16/02/2018 23:39,16/02/2018 17:37,7.2,Mc,A,19.4236,-99.1602,16.21,-98.01,Alto riesgo sismico,236.25122,16.0,32.38007,379.534606,"['N00E', ' +V', ' N90W']",519.9658202,100.0,0.173687187,0.540812224,0.030167239,0.018782198,0.000297964,42.49244109,6.057835811,379.8717115,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\EX0820180216233939,26.81215148376012,1.510277783286437,1.4283316644131427
EX09,"CIRES, A. C.",16/02/2018 23:39,16/02/2018 17:37,7.2,Mc,A,19.4236,-99.1602,16.21,-98.01,Alto riesgo sismico,236.25122,16.0,30.05158,379.534606,"['N00E', ' +V', ' N90W']",454.8134734,100.0,0.161698858,0.540812224,0.026146521,0.016466452,0.000224628,54.78336505,7.069285238,379.8717115,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\EX0920180216233939,26.81215148376012,1.477867310523203,1.4283316644131427
OXTO,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:39,7.2,Mw,A,17.078389,-96.744158,16.218,-98.0135,Aluvial,491.28497,16.0,65.4838,170.5129267,"['N00E', ' N90E', ' V']",440.5773909,200.0,0.206424726,1.731147541,0.042611168,0.02413232,0.000166488,35.16195363,5.522495803,171.2619578,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\OXTO1802-162,61.12175723653451,1.8161338734147148,1.7861958316140982
URUA,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:41,7.2,Mw,A,19.421758,-102.074059,16.218,-98.0135,Roca,514.78662,16.0,3.065,575.1283285,"['N90E', ' V', ' N00E']",36.61489018,100.0,0.041324759,0.684782609,0.001707736,0.00486338,0.000110617,41.60986871,6.267931917,575.3508445,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\URUA1802-161,2.330837790536843,0.48643047885443386,0.36751205081530236
OXPM,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:39,7.2,Mw,A,17.061391,-96.716899,16.218,-98.0135,Suelo,318.38348,16.0,52.2094,171.9924401,"['N90E', ' V', ' N00E']",320.0543001,200.0,0.141883783,4.802631579,0.020131008,0.028271023,0.000523467,9.838706813,3.262082653,172.7350556,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\OXPM1802-161,49.822170137698386,1.7177487022475584,1.697422640468673
CHPA,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:40,7.2,Mw,A,16.247374,-93.912575,16.218,-98.0135,No clasificado,478.65564,16.0,1.7232,456.0137494,"['N90E', ' N00E', ' V']",19.29576156,100.0,0.024350268,0.602409639,0.000592936,0.002906253,0.000120897,33.70152123,5.390923304,456.2943564,BHE,BHN,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\CHPA1802-162,5.126551881363445,0.2363356859539064,0.7098253568481149
OXPC,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:39,7.2,Mw,A,17.051219,-96.722974,16.218,-98.0135,Blando,372.9541,16.0,75.8843,170.8104365,"['N00E', ' N90E', ' V']",427.7162573,200.0,0.644351796,1.611218857,0.415189237,0.075920673,0.006097752,35.64103559,5.655818995,171.5581686,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\OXPC1802-161,60.96444812507937,1.8801519323030904,1.7850766467452683
TOTO,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:39,7.2,Mw,A,19.330241,-98.256828,16.218,-98.0135,Roca,590.98724,16.0,26.9538,347.1215046,"['N90E', ' V', ' N00E']",305.6463931,200.0,0.113360421,0.943113772,0.012850585,0.013071973,1.48e-05,39.64796884,6.202687081,347.4900559,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\TOTO1802-161,21.167893984109003,1.430620001533635,1.3256776517568918
VG09,"CIRES, A. C.",16/02/2018 23:39,16/02/2018 17:39,7.2,Mc,A,19.4539,-99.1225,16.21,-98.01,"Terreno blando, material compresible",203.77805,16.0,31.06599,381.3279737,"['N00E', ' +V', ' N90W']",510.3491266,100.0,0.32537683,0.546216871,0.105870082,0.032533954,0.000138286,58.16212043,7.270274409,381.6634952,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\VG0920180216233939,29.0801103258479,1.4922851981128629,1.4635960498422982
AGCA,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:39,7.2,Mw,A,16.83733,-99.64526,16.218,-98.0135,Roca,274.22928,16.0,9.8293,194.0729085,"['N90E', ' V', ' N00E']",61.76094324,200.0,0.061465646,0.935251799,0.003778026,0.009404682,0.000243469,14.4798767,3.670782582,194.7313376,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\AGCA1802-161,14.291520652838503,0.992522590369056,1.155078441247284
EO30,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.3885,-99.1772,16.21,-98.01,Transicion,296.44852,16.0,14.09871,376.5096661,"['N00E', ' +V', ' N90W']",171.2351662,100.0,0.103037171,0.575181159,0.010616659,0.017327604,0.000520517,19.96674912,4.56559817,376.8494775,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\EO3020180216233939,16.502232147239845,1.1491793775127408,1.2175426923147143
S260,"CIRES, A. C.",16/02/2018 23:39,16/02/2018 00:00,7.2,Mc,A,19.393,-99.147,16.21,-98.01,Alto riesgo sismico,232.70119,16.0,19.00899,375.8365141,"['N00E', ' +V', ' N90W']",250.5679985,200.0,0.075580863,1.017142857,0.005712467,0.009090921,0.000162593,40.24876384,6.283277886,376.1769336,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\S26020180216233939,25.5155279882557,1.2789590422163362,1.406804559539247
BA49,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.4097,-99.145,16.21,-98.01,"Terreno blando, material compresible",206.64183,16.0,30.54416,377.5113606,"['S00E', ' +V', ' N90W']",886.9448576,100.0,0.203453417,0.432713111,0.041393293,0.019782894,0.000228378,65.82254841,7.879929968,377.8502711,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\BA4920180216233939,28.993138801290574,1.4849281860278232,1.462295234681988
IB22,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.345,-99.1297,16.21,-98.01,Alto riesgo sismico,215.83322,16.0,27.47967,370.1631003,"['N00E', ' +V', ' N90W']",391.7982285,100.0,0.237325041,0.686149936,0.056323175,0.022599435,0.00052906,72.97318551,8.351178617,370.5087324,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\IB2220180216233939,35.83891812345591,1.43901151302945,1.554354891054125
IM40,"CIRES, A. C.",16/02/2018 23:39,16/02/2018 00:00,7.2,Mc,A,19.3428,-99.2032,16.21,-98.01,"Arenoso, limoso, compacto",415.6842,16.0,11.62263,372.7628434,"['N00E', ' +V', ' N90W']",113.7706205,200.0,0.035608789,0.791666667,0.001267986,0.004080453,0.000128595,40.27130577,6.165269972,373.1060672,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\IM4020180216233939,10.965613090338051,1.0653044124990827,1.0400329182121009
HMTT,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:39,7.2,Mw,A,17.798341,-98.559717,16.218,-98.0135,Roca,853.57428,16.0,20.9167,185.926119,"['N00E', ' N90E', ' V']",135.5065318,100.0,0.066117376,1.871186441,0.004371507,0.010705693,0.000574514,11.18178223,3.240345041,186.6132946,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\HMTT1802-161,21.70783499441117,1.3204931675356217,1.3366165117608997
JA43,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.4053,-99.125,16.21,-98.01,"Terreno blando, material compresible",204.74854,16.0,29.08235,376.3117409,"['S00E', ' +V', ' N90W']",533.7852398,100.0,0.295450666,0.442410374,0.087291096,0.028314136,0.000373537,68.13344425,7.943462188,376.6517308,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\JA4320180216233939,28.92807872671061,1.4636294967811159,1.4613195907134617
CS66,"CIRES, A. C.",16/02/2018 23:39,16/02/2018 00:00,7.2,Mc,A,19.3728,-99.0983,16.21,-98.01,Arcilla,211.91898,16.0,36.44847,371.925016,"['N00E', ' +V', ' N90W']",938.5557647,200.0,0.15041959,0.519930676,0.022626053,0.013784632,0.000113141,82.07934312,8.906576296,372.2690124,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\CS6620180216233939,34.25993216560714,1.561679302626466,1.5347864987307274
CO56,CIRES,16/02/2018 23:39,16/02/2018 23:39,7.2,Mc,A,19.4215,-99.159,16.21,-98.01,Alto riesgo sismico,236.25122,16.0,28.61378,379.2697925,"['N00E', ' +V', ' N90W']",671.6377825,100.0,0.284102766,0.545738046,0.080714382,0.027563684,0.000497576,64.34026773,7.689076299,379.6071331,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\CO5620180216233939,26.771476313305573,1.4565752337124112,1.427672321020463
JAMI,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:38,7.2,Mw,A,16.284353,-97.820692,16.218,-98.0135,Roca,341.53195,16.0,564.1524,22.67330948,"['N90E', ' V', ' N00E']",1759.19203,200.0,1.618875111,8.718518519,2.620756625,0.377401085,0.063796631,0.825235178,1.340258782,27.75029663,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\JAMI1802-161,527.0439647716813,2.7513964400444,2.7218468445509587
SNJE,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:40,7.2,Mw,A,18.535047,-101.323693,16.218,-98.0135,Roca,239.8848,16.0,3.5103,449.2892113,"['N00E', ' N90E', ' V']",24.54634178,200.0,0.031789715,0.675159236,0.001010586,0.00312058,2.33e-05,61.26523733,7.536683031,449.5740155,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\SNJE1802-161,11.771379795931603,0.5453442340661119,1.0708273721584476
SMLC,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:39,7.2,Mw,A,16.654971,-96.729233,16.218,-98.0135,Roca,324.49927,16.0,23.3769,150.8438326,"['N90E', ' V', ' N00E']",121.8390872,200.0,0.08023867,0.99047619,0.006438244,0.011904409,0.000673085,17.42940035,3.989519521,151.6900189,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\SMLC1802-161,31.816005110693265,1.368786919051787,1.5026456477398584
HJ72,CIRES,16/02/2018 23:39,16/02/2018 16:58,7.2,Mc,A,19.4251,-99.1301,16.21,-98.01,Alto riesgo sismico,232.3896,16.0,24.59889,378.5773618,"['N00E', ' +V', ' N90W']",448.9462433,100.0,0.170137847,0.534274194,0.028946887,0.017809215,0.000337605,47.27877015,6.577723443,378.9153189,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\HJ7220180216233939,26.544549316705748,1.3909155104468287,1.4239753561254955
COMD,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:40,7.2,Mw,A,18.122359,-100.523804,16.218,-98.0135,Roca,436.80292,16.0,4.2301,350.3647728,"['N90E', ' V', ' N00E']",40.79022131,200.0,0.039722441,1.049382716,0.001577872,0.004649013,4.51e-05,36.13748791,5.76880654,350.729916,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\COMD1802-161,8.898453607081874,0.6263506342627133,0.949314540547946
SLU2,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:40,7.2,Mw,A,17.280802,-100.935496,16.218,-98.0135,Roca,318.23975,16.0,2.9391,345.7359198,"['N90E', ' V', ' N00E']",22.13717489,200.0,0.030282273,0.827067669,0.000917016,0.003314563,4.69e-05,41.75643004,6.128877643,346.1059466,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\SLU21802-161,8.968648139238443,0.46821436276854983,0.9527269859744623
SLPA,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:41,7.2,Mw,A,19.928698,-99.833027,16.218,-98.0135,Roca,529.00757,16.0,2.1981,459.545345,"['N00E', ' N90E', ' V']",20.81754838,200.0,0.028476059,0.523809524,0.000810886,0.002904319,6.99e-05,54.49747703,7.11650607,459.8237968,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\SLPA1802-161,3.107109517905361,0.342047446258668,0.49235656132826666
