Clave,Institucion,Fecha,Hora_primera_muestra,Magnitud,Escala_magnitud,Calidad,Lat_estacion,Lon_estacion,Lat_epicentro,Lon_epicentro,Suelo,Vs30,Profundidad,PGA_Gal,Distancia_km,Canales,area_integral,Fs_hz,FFT_AmpMax,FFTFreq_AmpMax,FFT_power,FFT_std,FFT_q50,FFT_kurtosis,FFT_skew,Dist_hipocentro,Canal_1,Canal_2,Canal_3,Canal_4,Canal_5,Canal_6,Canal_7,Canal_8,Canal_9,Mw*,date,Filepath,PGA_pred,PGA_log,PGA_predlog
VIGA,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:38,7.2,Mw,B,16.758703,-99.233268,16.218,-98.0135,Roca,320.50287,16.0,36.2846,148.3606068,"['N90E', ' V', ' N00E']",179.4517146,200.0,0.065217968,0.855421687,0.004253383,0.015303686,0.000683674,3.441501155,2.170568116,149.2208754,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\VIGA1802-164,33.668898637753706,1.5597223397987021,1.5272289101698147
SJLL,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:38,7.2,Mw,A,16.657822,-98.498463,16.218,-98.0135,Roca,317.31677,16.0,480.173,72.79935313,"['N00E', ' N90E', ' V']",1251.42803,200.0,0.509001654,5.358543417,0.259082684,0.081328657,0.02272945,15.25571067,3.860081022,74.53687554,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\SJLL1802-162,309.8141954026334,2.681397736144418,2.4911013128544104
BL45,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.4253,-99.1481,16.21,-98.01,"Terreno blando, material compresible",217.90755,16.0,38.95574,379.2615192,"['S00E', ' +V', ' N90W']",457.6350344,100.0,0.184008433,0.521410579,0.033859103,0.020003667,0.000327263,42.94047266,6.331158867,379.5988672,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\BL4520180216233939,30.432396686665985,1.5905714585852317,1.4833361563281418
TEAC,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:39,7.2,Mw,A,18.61763,-99.454086,16.218,-98.0135,Roca,442.72336,16.0,7.9735,311.2169421,"['N90E', ' V', ' N00E']",73.4852137,200.0,0.057718795,1.216346154,0.003331459,0.006574252,2.17e-05,42.61530224,6.296422452,311.6279593,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\TEAC1802-161,9.054515671014238,0.9016489985637454,0.9568652247183868
AO24,CIRES,16/02/2018 23:39,,7.2,Mc,A,19.358,-99.1539,16.21,-98.01,Transicion,251.39807,16.0,20.55794,372.4351373,"['N00E', ' +V', ' N90W']",265.5403545,100.0,0.174576934,0.979180221,0.030477106,0.017870013,0.000384289,59.46088503,7.51549369,372.7786629,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\AO2420180216233939,33.45103998601019,1.3129795942018823,1.5244096244405951
ACAD,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:39,7.2,Mw,B,16.86225,-99.87147,16.218,-98.0135,Limo arenoso,421.18021,16.0,27.8657,218.6644921,"['N90E', ' V', ' N00E']",173.3706237,100.0,0.323519847,4.214814815,0.104665091,0.046127609,0.001517566,20.6279839,4.284898159,219.2490824,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\ACAD1802-161,40.256137975670015,1.4450699572188441,1.6048321079518468
SODO,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:39,7.2,Mw,A,19.044324,-96.414773,16.218,-98.0135,Aluvial,292.61612,16.0,8.7577,361.0674986,"['N00E', ' N90E', ' V']",148.5078107,200.0,0.072262455,0.72962963,0.005221862,0.007394225,6.02e-05,55.57426723,7.178944792,361.4218291,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\SODO1802-161,16.56606220145147,0.9423900641061528,1.2192192876939454
SP51,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.3656,-99.1189,16.21,-98.01,"Terreno blando, material compresible",203.67595,16.0,23.65642,371.9211903,"['S00E', ' +V', ' N90W']",519.7169261,100.0,0.187431497,0.555284949,0.035130566,0.018054548,0.000330321,66.0146302,7.850314498,372.2651901,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\SP5120180216233939,33.83715264378748,1.3739490221226933,1.5293938105396074
CU80,CIRES,16/02/2018 23:39,16/02/2018 23:39,7.2,Mc,A,19.2938,-99.1037,16.21,-98.01,Arcilla,180.0,16.0,44.83975,363.8301059,"['N00E', ' +V', ' N90W']",967.9130853,100.0,0.472559864,0.501557632,0.223312825,0.048918197,0.000297939,59.47060435,7.458564989,364.1817486,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\CU8020180216233939,38.63512150397878,1.6516631825597967,1.5869822824002409
XP06,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.4198,-99.1353,16.21,-98.01,Alto riesgo sismico,208.14847,16.0,34.2733,378.2117878,"['N00E', ' +V', ' N90W']",601.6232323,100.0,0.431182482,0.463604853,0.185918333,0.041512067,0.000345374,66.80578442,7.868829205,378.5500712,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\XP0620180216233939,28.881969717231836,1.5349559224278737,1.4606268082935194
CUP5,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:40,7.2,Mw,A,19.33024,-99.181076,16.218,-98.0135,Roca,367.31436,16.0,6.6804,369.6168771,"['N90E', ' V', ' N00E']",104.6308495,100.0,0.087495376,0.613207547,0.007655441,0.011185643,8.41e-05,28.81012009,5.128799696,369.9630196,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\CUP51802-161,9.074550504259117,0.8248024673545632,0.9578251220437264
TACY,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:39,7.2,Mw,B,19.404505,-99.195246,16.218,-98.0135,Suelo duro,436.99353,16.0,8.7143,377.9047159,"['V', ' N00E', ' N90E']",117.0807416,200.0,0.076235362,0.963133641,0.00581183,0.009255552,0.000168255,38.64191568,6.114901367,378.243274,BHZ,BHN,BHE,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\TACY1802-161,9.704140230362716,0.9402325069540937,0.9869570637068978
ATYC,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:40,7.2,Mw,A,17.213361,-100.432269,16.218,-98.0135,Roca,333.58603,16.0,7.9548,290.8376996,"['N90E', ' V', ' N00E']",43.30942985,100.0,0.082533493,0.716535433,0.006811777,0.010651692,0.001488098,24.2059675,4.681618191,291.2774751,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\ATYC1802-161,11.266052094832862,0.9006292650651551,1.0517717551050962
VM29,"CIRES, A. C.",16/02/2018 23:39,16/02/2018 17:39,7.2,Mc,A,19.3811,-99.1253,16.21,-98.01,"Terreno blando, material compresible",192.19301,16.0,36.27208,373.7831835,"['N00E', ' +V', ' N90W']",819.3234076,100.0,0.514419832,0.476978113,0.264627764,0.048020372,0.00013853,74.24724941,8.353931811,374.1254713,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\VM2920180216233939,32.462632269946546,1.5595724606430574,1.5113837321865582
XO36,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.2711,-99.1024,16.21,-98.01,Alto riesgo sismico,225.87505,16.0,60.92281,361.4035406,"['N00E', ' +V', ' N90W']",867.040133,100.0,0.243803121,0.434227331,0.059439962,0.023306753,0.000117013,69.00122014,8.067769164,361.757542,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\XO3620180216233939,45.27197585702801,1.784779926498372,1.6558294493235803
AR14,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.4808,-99.076,16.21,-98.01,Arcilla,180.0,16.0,29.7554,382.5249074,"['N00E', ' +V', ' N90W']",456.043216,100.0,0.158514842,0.51853842,0.025126955,0.017745676,0.000433823,39.06322699,6.012557215,382.8593799,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\AR1420180216233939,29.32755872859937,1.4735657928338872,1.4672759131399615
CTCL,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:40,7.2,Mw,A,19.434521,-99.133503,16.218,-98.0135,Monumento arqueologico,226.8056,16.0,16.3342,378.7230305,"['N00E', ' N90E', ' V']",278.0823883,100.0,0.159959693,0.539735099,0.025587104,0.015910737,7.74e-05,61.14749005,7.536608462,379.0608576,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\CTCL1802-161,17.37595585308543,1.2130978688944951,1.239948704502575
CT64,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.4876,-99.1137,16.21,-98.01,"Arenoso, limoso, compacto",370.24307,16.0,3.35147,384.561112,"['N00E', ' +V', ' N90W']",40.77719411,100.0,0.028898875,0.647198106,0.000835145,0.003246749,0.000254015,43.85598484,6.348214923,384.893815,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\CT6420180216233939,6.715462093280281,0.525235336248686,0.8270759019871623
SXPU,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,39:49.9,7.2,Mw,A,19.039943,-98.215087,16.218,-98.0135,Travertino,364.50735,16.0,16.1767,314.5853541,"['V', ' N00E', ' N90E']",189.9988848,100.0,0.220953637,0.810810811,0.04882051,0.025289575,0.00082515,40.792221,6.072997391,314.9919761,BHZ,BHN,BHE,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\SXPU1802-161,15.769660652941345,1.2088899314936954,1.1978223478539054
AU11,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.3919,-99.0869,16.21,-98.01,"Terreno blando, material compresible",210.62404,16.0,21.65558,373.5256078,"['S00E', ' +V', ' N90W']",810.7864971,100.0,0.106730765,0.408861671,0.011391456,0.010597554,0.000323776,63.11816154,7.709824486,373.8681314,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\AU1120180216233939,31.74745501428442,1.3355698199026789,1.5017089164767228
AU46,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.3832,-99.1681,16.21,-98.01,Transicion,287.5809,16.0,19.64343,375.6083927,"['N00E', ' +V', ' N90W']",257.7839167,100.0,0.238581656,1.118701964,0.056921207,0.026564699,0.000503289,44.9391572,6.526592815,375.9490187,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\AU4620180216233939,17.324459933339387,1.2932173235736857,1.238659704950431
SUCH,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:40,7.2,Mw,A,17.226169,-100.638345,16.218,-98.0135,Roca,560.17114,16.0,4.4099,312.657829,"['N90E', ' V', ' N00E']",28.87433684,200.0,0.038601997,0.768115942,0.001490114,0.004263219,3.37e-05,43.26224128,6.358172593,313.0669545,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\SUCH1802-161,9.013707843731288,0.6444287414087467,0.9549034774190492
HUAM,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:39,7.2,Mw,A,16.031121,-95.670297,16.218,-98.0135,Roca,533.6394,16.0,8.6311,261.379611,"['N90E', ' V', ' N00E']",61.32618403,200.0,0.043627395,0.858490566,0.00190335,0.005988084,6e-05,24.11938296,4.799439177,261.8688623,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\HUAM1802-162,14.490071453031401,0.9360661483787989,1.161070527057147
D170,"CIRES, A. C.",16/02/2018 23:39,16/02/2018 00:00,7.2,Mc,A,19.3428,-99.2032,16.21,-98.01,"Arenoso, limoso, compacto",415.6842,16.0,14.371,372.7628434,"['N00E', ' +V', ' N90W']",149.6687309,200.0,0.045936704,0.822222222,0.002110181,0.005483958,4.51e-05,35.22312174,5.79975172,373.1060672,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\D17020180216233939,10.965613090338051,1.1574869893848487,1.0400329182121009
D270,"CIRES, A. C.",16/02/2018 23:39,16/02/2018 00:00,7.2,Mc,A,19.3428,-99.2032,16.21,-98.01,"Arenoso, limoso, compacto",415.6842,16.0,10.32231,372.7628434,"['N00E', ' +V', ' N90W']",136.497794,200.0,0.045449115,0.691666667,0.002065622,0.00469773,0.000138863,56.55286654,7.334681347,373.1060672,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\D27020180216233939,10.965613090338051,1.0137768976779113,1.0400329182121009
CS78,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.3656,-99.2262,16.21,-98.01,"Arenoso, limoso, compacto",453.53766,16.0,9.45015,376.0452901,"['N00E', ' +V', ' N90W']",129.9248731,100.0,0.075242752,0.513489991,0.005661472,0.01215664,0.000347454,13.85359537,3.719758894,376.3855207,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\CS7820180216233939,11.341932566373186,0.9754387020177575,1.0546870608534291
SS60,"CIRES, A. C.",16/02/2018 23:39,16/02/2018 00:00,7.2,Mc,A,19.393,-99.147,16.21,-98.01,Alto riesgo sismico,232.70119,16.0,23.58412,375.8365141,"['N00E', ' +V', ' N90W']",444.945189,200.0,0.149620113,0.711428571,0.022386178,0.014828969,0.000103444,67.91453973,8.067364985,376.1769336,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\SS6020180216233939,25.5155279882557,1.3726196759485148,1.406804559539247
BO39,"CIRES, A. C.",16/02/2018 23:39,16/02/2018 17:39,7.2,Mc,A,19.4653,-99.1047,16.21,-98.01,"Terreno blando, material compresible",212.88611,16.0,25.61797,381.8917847,"['N00E', ' +V', ' N90W']",637.8000932,100.0,0.359953071,0.473131515,0.129566213,0.035229971,0.000139433,65.92401687,7.839145653,382.2268112,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\BO3920180216233939,29.350386697349805,1.4085447127338981,1.4676138275399828
ACAC,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,39:37.1,7.2,Mw,A,16.84851,-99.85157,16.218,-98.0135,Arcilla,561.67432,16.0,43.4166,216.0744936,"['V', ' N00E', ' N90E']",302.1442317,200.0,0.447997792,1.914893617,0.200702022,0.046801879,0.000687138,53.94039212,7.072493842,216.6660721,BHZ,BHN,BHE,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\ACAC1802-161,36.58654622232386,1.6376558103884595,1.563321413930927
CP28,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.4385,-99.0839,16.21,-98.01,"Arenoso, limoso, compacto",202.7755,16.0,13.25263,378.3320297,"['N00E', ' +V', ' N90W']",129.5263594,100.0,0.096910027,1.355394379,0.009391553,0.014845107,0.000420365,17.55497557,4.145265106,378.6702057,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\CP2820180216233939,19.84073443778551,1.122302073076222,1.2975577442483017
TGBT,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:41,7.2,Mw,A,16.776805,-93.089492,16.218,-98.0135,Roca,531.28314,16.0,2.7014,551.0392183,"['N00E', ' N90E', ' V']",24.63616422,100.0,0.050515388,0.358778626,0.002551804,0.005655784,0.000111856,39.96091477,6.157003866,551.2714578,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\TGBT1802-161,2.3894551472196386,0.4315888955279954,0.37829888273384465
SCCB,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:41,7.2,Mw,A,16.70858,-92.625515,16.218,-98.0135,Roca,474.86072,16.0,2.7799,601.5948767,"['N00E', ' N90E', ' V']",34.08067611,200.0,0.031886109,0.535135135,0.001016724,0.002914735,4.69e-05,82.54460061,8.917077506,601.8076069,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\SCCB1802-161,2.330837790536843,0.44402917353343085,0.36751205081530236
COMA,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:42,7.2,Mw,A,19.325266,-103.760813,16.218,-98.0135,Roca,430.89362,16.0,3.5671,726.4927848,"['N00E', ' N90E', ' V']",33.75326398,100.0,0.070721611,0.557377049,0.005001546,0.007077191,0.000592236,60.31346538,7.531150279,726.6689524,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\COMA1802-161,2.283006497492151,0.5523152845106093,0.3585071475046776
TEJU,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:40,7.2,Mw,A,18.904051,-100.159615,16.218,-98.0135,Roca,480.46762,16.0,4.0521,382.3016677,"['N00E', ' N90E', ' V']",29.02329033,100.0,0.045851897,0.7265625,0.002102396,0.006255929,0.00013891,22.48784613,4.535096056,382.6363353,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\TEJU1802-161,5.635978325322066,0.6076801545836766,0.7509693142437197
JC54,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.313,-99.1272,16.21,-98.01,Arcilla,234.44522,16.0,26.68789,366.7198686,"['N00E', ' +V', ' N90W']",400.6024644,100.0,0.233480322,0.938086304,0.054513061,0.02416215,0.001038643,55.56413089,7.222167297,367.0687429,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\JC5420180216233939,37.3728744477882,1.426314238921244,1.5725565018850798
LANE,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:39,7.2,Mw,A,15.947684,-97.187204,16.218,-98.0135,Roca,686.479,16.0,61.3799,96.6715551,"['N00E', ' N90E', ' V']",163.115979,200.0,0.118171897,1.738916256,0.013964597,0.021822822,0.000144104,10.10923952,3.297337289,97.98668056,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\LANE1802-161,87.75413359595237,1.7880261765447518,1.9432675827518915
DX37,"CIRES, A. C.",16/02/2018 23:39,16/02/2018 17:39,7.2,Mc,A,19.3322,-99.1439,16.21,-98.01,"Terreno blando, material compresible",257.81821,16.0,27.2938,369.3590505,"['N00E', ' +V', ' N90W']",288.7901063,100.0,0.222416127,0.988575605,0.049468934,0.022822405,0.000139601,58.13115622,7.431281823,369.7054343,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\DX3720180216233939,35.43277658733098,1.436064004857967,1.5494051859010123
C266,"CIRES, A. C.",16/02/2018 23:39,16/02/2018 00:00,7.2,Mc,A,19.3728,-99.0983,16.21,-98.01,Arcilla,211.91898,16.0,31.469,371.925016,"['N00E', ' +V', ' N90W']",396.7338302,200.0,0.085269897,0.885037551,0.007270955,0.009072734,4.67e-05,54.20789837,7.232978599,372.2690124,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\C26620180216233939,34.25993216560714,1.4978829424244315,1.5347864987307274
XALA,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:39,7.2,Mw,A,19.529875,-96.901973,16.218,-98.0135,Roca,470.97733,16.0,5.902,388.4509761,"['V', ' N00E', ' N90E']",103.3333543,100.0,0.040194315,0.706231454,0.001615583,0.00558289,6.07e-05,21.35623282,4.447245981,388.7803504,BHZ,BHN,BHE,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\XALA1802-161,6.110581335812685,0.7709992051639407,0.7860825292156595
SCRU,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:40,7.2,Mw,A,16.187519,-95.209239,16.218,-98.0135,Roca,530.66547,16.0,6.6795,311.8380141,"['N00E', ' N90E', ' V']",50.94043207,200.0,0.064656356,0.855172414,0.004180444,0.00765874,0.000225619,33.75830335,5.639050398,312.2482138,BHN,BHE,BHZ,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\SCRU1802-1643,8.530290654638673,0.8247439541869042,0.9309638292396406
SAPP,"BENEMERITA UNIVERSIDAD AUTONOMA DE PUEBLA, FACULTAD",16/02/2018 23:39,16/02/2018 23:41,7.2,Mw,B,19.057785,-98.215377,16.218,-98.0135,Depositos lacustres,296.51367,16.0,40.8846,316.5665677,"['V', ' N90E', ' N00E']",216.0152747,100.0,0.749577346,1.955708944,0.561866198,0.107551382,0.002464105,21.09110911,4.577886966,316.9706482,BHZ,BHE,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\SAPP1802-161,35.27948480766454,1.6115597531302535,1.5475222344296773
DR16,CIRES,16/02/2018 23:39,16/02/2018 23:40,7.2,Mc,A,19.5005,-99.1829,16.21,-98.01,Transicion,229.78658,16.0,19.12977,388.4362764,"['N00E', ' +V', ' N90W']",210.1711156,100.0,0.116937411,1.764300482,0.013674358,0.016126108,0.000365114,26.08329833,5.122172771,388.7656631,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\DR1620180216233939,21.698099460002062,1.2817097484731235,1.336421695591346
C166,"CIRES, A. C.",16/02/2018 23:39,16/02/2018 00:00,7.2,Mc,A,19.3728,-99.0983,16.21,-98.01,Arcilla,211.91898,16.0,43.28468,371.925016,"['N00E', ' +V', ' N90W']",1206.367397,200.0,0.188857891,0.44598498,0.035667303,0.016665692,0.000652494,91.93241706,9.456770323,372.2690124,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\C16620180216233939,34.25993216560714,1.636334211162586,1.5347864987307274
S360,"CIRES, A. C.",16/02/2018 23:39,16/02/2018 00:00,7.2,Mc,A,19.393,-99.147,16.21,-98.01,Alto riesgo sismico,232.70119,16.0,12.39203,375.8365141,"['N00E', ' +V', ' N90W']",171.4837063,200.0,0.061958267,0.794285714,0.003838827,0.006223977,0.000184791,57.42110644,7.332431469,376.1769336,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\S36020180216233939,25.5155279882557,1.0931424561406498,1.406804559539247
AL01,"CIRES, A. C.",16/02/2018 23:39,16/02/2018 17:39,7.2,Mc,A,19.4356,-99.1453,16.21,-98.01,"Terreno blando, material compresible",198.69783,16.0,28.93406,380.2378977,"['N00E', ' +V', ' N90W']",410.3767523,100.0,0.167045369,0.624910897,0.027904155,0.017791787,0.000293918,50.71782086,6.849965195,380.5743801,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\AL0120180216233939,29.334164878516617,1.461409377715835,1.4673737286929798
SCT2,INSTITUTO DE INGENIERIA UNAM,16/02/2018 23:39,16/02/2018 23:40,7.2,Mw,A,19.394694,-99.148678,16.218,-98.0135,Arcilla,232.70119,16.0,22.453,375.1080338,"['N90E', ' V', ' N00E']",441.7728845,100.0,0.289241411,0.588235294,0.083660594,0.028137626,0.000658628,65.04495387,7.77647759,375.4491138,BHE,BHZ,BHN,-,-,-,-,-,-,7.2,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\SCT21802-161,20.78003113513777,1.3512743763594364,1.317646193933786
DM12,CIRES,16/02/2018 23:39,,7.2,Mc,A,19.4312,-99.0963,16.21,-98.01,Arcilla,189.02719,16.0,42.38532,378.0002309,"['N00E', ' +V', ' N90W']",637.5798565,100.0,0.185330948,0.552238806,0.03434756,0.019621139,0.000416301,51.25772456,6.949799995,378.3387035,BHN,BHZ,BHE,-,-,-,-,-,-,7.322,16/02/2018 23:39,C:\Users\huevo\Downloads\Archivos_Acc\DM1220180216233939,29.35204903437745,1.6272154663351255,1.4676384242637597
